Nom,Industrie,Siège Social,Site Web,Taille(employés),Fondée,Forme Juridique,Adresse 1,Adresse 2,Ville,Region,Code Postal
Fiduciaire Internationale,Comptabilité,"62, Boulevard Sidi Abderrahmane
Casablanca
Casablanca
20200
Maroc",http://fidinter.net/,51-200,1988,Travailleur indépendant ou profession libérale,"62, Boulevard Sidi Abderrahmane",,Casablanca,Casablanca,20200
CAPITAL EXPERTS. FAHD & CO. We Help You Invest in Morocco and Africa,Comptabilité,"416 BD ABDELMOUMEN Angle BD ANOUAL
CASABLANCA
GRAND CASABLANCA
Maroc",https://www.facebook.com/pages/Capital-Experts-Fahd-Co/832991533483850,11-50,2013,Société à responsabilité limitée,416 BD ABDELMOUMEN Angle BD ANOUAL,,CASABLANCA,GRAND CASABLANCA,
Blue Mercury Solutions Sàrl,Comptabilité,"16100
Maroc",http://www.delocalisation-maroc.com,1-10,,Société à responsabilité limitée,,,,,16100
RSM Acconcil,Comptabilité,"199, Angle Bd Zerktouni et Rue Chellah
Casablanca
20000
Maroc",http://www.acconcil.com,11-50,2001,Société à responsabilité limitée,"199, Angle Bd Zerktouni et Rue Chellah",,Casablanca,,20000
A&T AUDITEURS CONSULTANTS,Comptabilité,"Résidence Mas Palomas II, Rue Omar Ibn Al Khattab, N° 8.
Tanger
90020
Maroc",http://www.atauditeurs.com,1-10,2010,Société à responsabilité limitée,"Résidence Mas Palomas II, Rue Omar Ibn Al Khattab, N° 8.",,Tanger,,90020
SugaShoo,Confection et mode,"Ouadziz
Rabat
Maroc",http://www.sugashoo.com,1-10,2014,Société à responsabilité limitée,Ouadziz,,Rabat,,
Ben's Leather,Confection et mode,"44 place des nations unie
Casablanca
20000
Maroc",http://bens-leather.com,1-10,2013,Société cotée en bourse,44 place des nations unie,,Casablanca,,20000
ACTUM Consulting,Comptabilité,"47, Rue Othman ben Affan -ex Lafuente, esc.A 4°ét.
Casablanca
Grand Casablanca
20070
Maroc",http://www.actum.ma,1-10,,Société de personnes (associés),"47, Rue Othman ben Affan -ex Lafuente, esc.A 4°ét.",,Casablanca,Grand Casablanca,20070
Rodriguez Asesores,Comptabilité,"357 rue Mustafa El Maani
Casablanca
Maroc",http://www.cabinet-rodriguez.com,11-50,1983,Société à responsabilité limitée,357 rue Mustafa El Maani,,Casablanca,,
Experto Maroc,Comptabilité,"4 avenue Abou Faris Al Marini – 10 000 Place pétrie
Rabat
10000
Maroc",http://www.experto.ma,1-10,2013,Société à responsabilité limitée,4 avenue Abou Faris Al Marini – 10 000 Place pétrie,,Rabat,,10000
Fidelcom,Comptabilité,"589 Avenue Al Aqaba
Essaouira
44000
Maroc",http://www.fidelcom.ma,1-10,2004,Société à responsabilité limitée,589 Avenue Al Aqaba,,Essaouira,,44000
ACExpertise,Comptabilité,"61 avenue lalla yacout angl mustapha el maani n 85 étage 2
Casablanca
Maroc",http://www.acexpertise.ma,1-10,2011,Société à responsabilité limitée,61 avenue lalla yacout angl mustapha el maani n 85 étage 2,,Casablanca,,
Fiduciaire Belfort,Comptabilité,"bd Yacoub el Mansour, Rue Ishak Ibnou Hanine Résidence Belfort, Maarif
Casablanca
22000
Maroc",http://www.fiduciairebelfort.ma,11-50,,Entreprise individuelle,"bd Yacoub el Mansour, Rue Ishak Ibnou Hanine Résidence Belfort, Maarif",,Casablanca,,22000
AUDICIS,Comptabilité,"20100
Maroc",http://www.audicis.ma,11-50,,Société à responsabilité limitée,,,,,20100
Fizazi et associés,Comptabilité,"Secteur 14 Y5 Avenue Addolb
Rabat
Hay Riad
10000
Maroc",http://www.fizazi.ma,11-50,,Société de personnes (associés),Secteur 14 Y5 Avenue Addolb,,Rabat,Hay Riad,10000
AD Associés,Comptabilité,"59 BD du 9 AVRIL
Casablanca
Maroc",http://www.adassocies.ma,11-50,1998,Société à responsabilité limitée,59 BD du 9 AVRIL,,Casablanca,,
Ecole Nationale Supérieure d’Electricité et de Mécanique / ENSEM Casablanca,Comptabilité,"ENSEM. Route d'El Jadida. BP 8118 Oasis Casa.
Casablanca
Maroc",http://www.ensem.ac.ma,501-1 000 employés,1986,Établissement éducatif,ENSEM. Route d'El Jadida. BP 8118 Oasis Casa.,,Casablanca,,
Galerie Bertrand,Confection et mode,"75 Avenue Mohammed V
Gueliz
Marrakech
40000
Maroc",http://www.galerie-bertrand.com,1-10,1986,Travailleur indépendant ou profession libérale,75 Avenue Mohammed V,Gueliz,Marrakech,,40000
TEXTIS,Confection et mode,"Boulevard Mexico, Aïn Sebaâ
20590- Maroc
Casablanca
Maroc",http://www.textis.ma/,51-200,1972,Société à responsabilité limitée,"Boulevard Mexico, Aïn Sebaâ",20590- Maroc,Casablanca,,
KiF KiF Marrakech,Confection et mode,"8 Derb Laksour, Bab Laksour
Rue Fatima Zohra
Marrakech
Marrakech Tensift
40000
Maroc",http://www.kifkifbystef.com,1-10,2005,Société à responsabilité limitée,"8 Derb Laksour, Bab Laksour",Rue Fatima Zohra,Marrakech,Marrakech Tensift,40000
thysosud s.a.,Confection et mode,"Z.I. du Sahel
Had Soualem
26400
Maroc",http://www.thysosud.com,51-200,2008,Société à responsabilité limitée,Z.I. du Sahel,,Had Soualem,,26400
ETERKNIT,Confection et mode,"Eterknit
19, Allée des Villas, Ain Sebaa
Casablanca
Maroc",http://www.eterknit.net,51-200,1998,Société de personnes (associés),Eterknit,"19, Allée des Villas, Ain Sebaa",Casablanca,,
"Ahtuma, Devising Fashion",Confection et mode,"​​3 Av/Prince Héritier, Résidence Dar El Farah ​
2 eme ​é​tage, Aptt nº ​64​
Tangier
Tangier-Teoutuan
90000
Maroc",http://www.ahtuma.com,501-1 000 employés,2014,Société à responsabilité limitée,"​​3 Av/Prince Héritier, Résidence Dar El Farah ​","2 eme ​é​tage, Aptt nº ​64​",Tangier,Tangier-Teoutuan,90000
Somada SARL,Confection et mode,"31, rue Mustapha El Manfalouti
Quartier Gauthier
Casablanca
20060
Maroc",http://www.somada.biz,11-50,1974,Société à responsabilité limitée,"31, rue Mustapha El Manfalouti",Quartier Gauthier,Casablanca,,20060
Larimode SARL,Confection et mode,"90000
Maroc",http://www.larimode.com,201-500,,Société à responsabilité limitée,,,,,90000
Martelli & Partners Maroc SA,Confection et mode,"B.P. 4635 Route OUM AZZA
Ain El Aouda
Rabat
12100
Maroc",http://www.martellimaroc.ma,1001-5 000,,Société cotée en bourse,B.P. 4635 Route OUM AZZA,,Ain El Aouda,Rabat,12100
Folly Fashion - MARWA,Confection et mode,Maroc,http://www.marwa.es,201-500,,Société de personnes (associés),,,,,
Speed Aero Services,Compagnie aérienne/Aviation,"Quartier El Massar N°585, QI Marrakech
Marrakech
40000
Maroc",http://www.speedaero.com,11-50,,Société à responsabilité limitée,"Quartier El Massar N°585, QI Marrakech",,Marrakech,,40000
Lixia Capsia Gestionis,Commerce et développement international,"46 Rue Addamir Al Kabir
ESC A, 5e étage, No. 9
Casablanca
Grand Casablanca
20060
Maroc",http://www.lixcap.com/,11-50,2013,Société de personnes (associés),46 Rue Addamir Al Kabir,"ESC A, 5e étage, No. 9",Casablanca,Grand Casablanca,20060
Distrisoft,Commerce et développement international,"20200
Maroc",http://www.distrisoft.ma,51-200,,Société cotée en bourse,,,,,20200
e-Art Marketing,Commerce et développement international,"Rue 21 N° 93
Fez
Maroc",http://www.eartmarketing.com,11-50,2015,Société à responsabilité limitée,Rue 21 N° 93,,Fez,,
creatoria,Commerce et développement international,"265, Bd Zerktouni
Casablanca
20050
Maroc",http://creatoria.ma,,2014,Société à responsabilité limitée,"265, Bd Zerktouni",,Casablanca,,20050
Savana partners,Commerce et développement international,"36 ,Avenue Abtal,Angle Rue Oum Errabie App. N° 13,Agdal
rabat
Rabat
10000
Maroc",http://www.savanapartners.com,11-50,2015,Société à responsabilité limitée,"36 ,Avenue Abtal,Angle Rue Oum Errabie App. N° 13,Agdal",,rabat,Rabat,10000
Ittihad Maghrit sarl,Commerce et développement international,"Rue Oued Fes
Rabat
Maroc
Maroc",http://www.maghrit.com,1-10,2014,Société de personnes (associés),Rue Oued Fes,,Rabat,Maroc,
Unknown Welth Club Company – UWCC Inc.,Commerce et développement international,"Complexe de Skhirat, Angle Av Hassan II - Route de la plage
Skhirat
Rabat
12050
Maroc",http://wwww.unknownwealthclub.com,11-50,2014,Société à responsabilité limitée,"Complexe de Skhirat, Angle Av Hassan II - Route de la plage",,Skhirat,Rabat,12050
Afriberica,Commerce et développement international,"16 Boulevard Abdellatif Ben Kaddour
Casablanca
20050
Maroc",http://www.afriberica.com,1-10,2008,Société à responsabilité limitée,16 Boulevard Abdellatif Ben Kaddour,,Casablanca,,20050
L.A.Fuel Afrique,Commerce et développement international,"Marrakech Plaza Bureaux- Immeuble D1/40
4ème étage
Marrakech
40000
Maroc",http://www.lafuel.com,11-50,2009,Société à responsabilité limitée,Marrakech Plaza Bureaux- Immeuble D1/40,4ème étage,Marrakech,,40000
AIGLE BLEU,Commerce et développement international,"131 BD ANFA 11EME ETAGE
Casablanca
20060
Maroc",http://www.aiglebleu.ma,1-10,2012,Société à responsabilité limitée,131 BD ANFA 11EME ETAGE,,Casablanca,,20060
Diversus,Commerce et développement international,"6 rue Eugenia
Rabat
10104
Maroc",http://www.diversus-global.com,1-10,2011,Entreprise individuelle,6 rue Eugenia,,Rabat,,10104
STEMANE S.A.R.L.A.U.,Commerce et développement international,"Quartier Alsace Lorraine
Casablanca
20000
Maroc",http://www.facebook.com/STEMANE,1-10,2011,Société à responsabilité limitée,Quartier Alsace Lorraine,,Casablanca,,20000
Italie maroc développement,Commerce et développement international,"7, rue Basri
Racine, Anfa
Casablanca
Marocco
20000
Maroc",http://www.itmade.eu,1-10,,Société à responsabilité limitée,"7, rue Basri","Racine, Anfa",Casablanca,Marocco,20000
Agro Juice Processing SA,Commerce et développement international,"Lot Niya route de Boufekrane Street, 50000, Nooriy Residence Area, Agro Juice Processing Building, Morocco
Meknes
Meknes-Tafilalet
50000
Maroc",http://www.agrojus.com,201-500,2010,Société de personnes (associés),"Lot Niya route de Boufekrane Street, 50000, Nooriy Residence Area, Agro Juice Processing Building, Morocco",,Meknes,Meknes-Tafilalet,50000
wink consulting,Commerce et développement international,"Rabat
RABAT
RABAT
Maroc",http://www.wink-consulting.com,1-10,2010,Société à responsabilité limitée,Rabat,,RABAT,RABAT,
ALFRA MAROC,Commerce et développement international,"3 Rue Lucerne Bd Zerktouni Quartier des Hôpitaux
Casablanca
20000
Maroc",http://alframaroc.com/,1-10,2009,Société à responsabilité limitée,3 Rue Lucerne Bd Zerktouni Quartier des Hôpitaux,,Casablanca,,20000
Salon International de l'Agriculture au Maroc 'SIAM',Commerce et développement international,"50000
Maroc",http://www.salon-agriculture.ma,11-50,,Administration publique,,,,,50000
Fast Payment S.A,Commerce et développement international,"3 Rue Berne Angle Bd Zerktouni – Rond point d’Europe
Casablanca
Anfa
20100
Maroc",http://www.fpay.ma,11-50,2013,Société cotée en bourse,3 Rue Berne Angle Bd Zerktouni – Rond point d’Europe,,Casablanca,Anfa,20100
Diessemme Maroc sarl,Commerce et développement international,"n.11, Residence le Printemps Boulevard Emile Zola, Appartement n°
Casablanca
Casablanca
20300
Maroc",http://www.dsmmarocco.com,11-50,2013,Société à responsabilité limitée,"n.11, Residence le Printemps Boulevard Emile Zola, Appartement n°",,Casablanca,Casablanca,20300
HUGGE COMPANY,Commerce et développement international,"40000
Maroc",http://www.hugge-company.com,1-10,2007,Société à responsabilité limitée,,,,,40000
"Chambre de Commerce, d’Industrie et de Services du Portugal au Maroc - CCISPM",Commerce et développement international,"48, Boulevard de Paris, 2éme etage
Casablanca
20000
Maroc",http://www.ccispm.com/,1-10,2007,Non lucratif,"48, Boulevard de Paris, 2éme etage",,Casablanca,,20000
Messtechnik Maroc,Commerce et développement international,"bir Rami ouest lot 252
kenitra
gharb chrarda beni hssen
14000
Maroc",http://www.messtechnik.ma,1-10,2013,Société à responsabilité limitée,bir Rami ouest lot 252,,kenitra,gharb chrarda beni hssen,14000
FENIE BROSSETTE,Commerce et développement international,Maroc,http://www.feniebrossette.ma,201-500,,Société cotée en bourse,,,,,
Jet4You,Compagnie aérienne/Aviation,Maroc,http://www.jet4you.com,201-500,,Société à responsabilité limitée,,,,,
Heliconia Aero Solutions,Compagnie aérienne/Aviation,"Aéroport International Marrakech-Ménara
Marrakech
Maroc",http://www.heliconia-aero.com/,51-200,,Société à responsabilité limitée,Aéroport International Marrakech-Ménara,,Marrakech,,
Royal Air Maroc,Compagnie aérienne/Aviation,"Aeroport Casa Anfa
Casablanca
20000
Maroc",http://www.royalairmaroc.com,5 001-10 000,1947,Société cotée en bourse,Aeroport Casa Anfa,,Casablanca,,20000
PROMELEC SARL,Commerce de gros,"35, Rue Socrate, Maârif
Casablanca
20330
Maroc",http://www.promelec.info,11-50,1979,Société à responsabilité limitée,"35, Rue Socrate, Maârif",,Casablanca,,20330
DakiGames,Commerce de détail,"10 avenue 2 mars
Casablanca
Maroc",http://dakigames.com/,1-10,2014,Société à responsabilité limitée,10 avenue 2 mars,,Casablanca,,
Blush & Company,Commerce de détail,"Maarif
Casablanca
Maroc",http://www.blushandcompany.com,1-10,2014,Société cotée en bourse,Maarif,,Casablanca,,
Babydeal.ma - Le dépôt vente en ligne pour enfants de 0 à 5 ans,Commerce de détail,"39 blvrd lalla yacout , 5ème étage
Appartement D
Casablanca
Maroc",http://www.babydeal.ma,1-10,2014,Société à responsabilité limitée,"39 blvrd lalla yacout , 5ème étage",Appartement D,Casablanca,,
Tuareg Collection,Commerce de détail,Maroc,http://www.Tuaregcollection.com,11-50,2001,Société à responsabilité limitée,,,,,
Délichef,Commerce de détail,"n°283 Centre commercial Twin Center
Angle boulevards Massira et Zerktouni
Casablanca
20000
Maroc",http://www.delichef.ma,1-10,2013,Société à responsabilité limitée,n°283 Centre commercial Twin Center,Angle boulevards Massira et Zerktouni,Casablanca,,20000
DESKOUNT SUPPLIES MAROC,Commerce de détail,"Grand Casablanca
Casablanca
El Fida
20400
Maroc",http://www.deskountsupplies.ma,1-10,,Société à responsabilité limitée,Grand Casablanca,,Casablanca,El Fida,20400
Ketabook.com,Commerce de détail,"BP 5633 Ennahda
Rabat
Maroc",http://www.ketabook.com,1-10,2000,Société à responsabilité limitée,BP 5633 Ennahda,,Rabat,,
Eramtour - Travel & Events,Commerce de détail,"Bureaux 5 et 6, Imm 30, Rue Rhamna, Cité Administrative, Souissi
Rabat
Maroc",http://www.eramtour.ma,1-10,2012,Société de personnes (associés),"Bureaux 5 et 6, Imm 30, Rue Rhamna, Cité Administrative, Souissi",,Rabat,,
LA MAISON DE LA MENAGERE,Commerce de détail,"335 av hassan II
Agadir
80000
Maroc",http://www.menagere.ma,51-200,,Société à responsabilité limitée,335 av hassan II,,Agadir,,80000
Oom.ma,Commerce de détail,"casablanca
Casablanca
Maroc",http://www.oom.ma,1-10,,Société à responsabilité limitée,casablanca,,Casablanca,,
M-DELEC,Commerce de gros,"6 Résidence Ghita Magasin RDC - Rue Telemcen
Meknès
50000
Maroc",http://m-delec.ma/index.php,1-10,1999,Société à responsabilité limitée,6 Résidence Ghita Magasin RDC - Rue Telemcen,,Meknès,,50000
PromarkFoodservice,Commerce de gros,"Galerie Héritage, Avenue Abdelkrim El Khattabi, Route de Casablanca
Marrakech
El Haouz
40100
Maroc",http://www.promark-net.com,51-200,1983,Société à responsabilité limitée,"Galerie Héritage, Avenue Abdelkrim El Khattabi, Route de Casablanca",,Marrakech,El Haouz,40100
BRICOSOL PARQUET,Commerce de gros,"105 bd sefrou, hay mly abdellah, ain chock
Casablanca
20150
Maroc",http://www.bricosol-parquet.com,51-200,2004,Société à responsabilité limitée,"105 bd sefrou, hay mly abdellah, ain chock",,Casablanca,,20150
MyShoes.ma,Commerce de détail,"Avenue des F.A.R tour des habous bis enract rdc
Casablanca
200000
Maroc",http://www.myshoes.ma,1-10,,Société à responsabilité limitée,Avenue des F.A.R tour des habous bis enract rdc,,Casablanca,,200000
MAZONE GROUP,Commerce de détail,"Casablanca
Casablanca
20000
Maroc",http://www.mazone.ma,1-10,2011,Société à responsabilité limitée,,,Casablanca,Casablanca,20000
AUTO ONE (Etape Auto Maroc),Commerce de détail,"Casablanca
Casablanca
20100
Maroc",http://www.auto-one.ma,1-10,2014,Société à responsabilité limitée,Casablanca,,Casablanca,,20100
M & M Strategy - Livremoi.ma,Commerce de détail,"15 rue Duhaume
Casablanca
20000
Maroc",http://www.livremoi.ma,11-50,2008,Société de personnes (associés),15 rue Duhaume,,Casablanca,,20000
Shoppeos Maroc,Commerce de détail,"43, rue Koutaiba Ibnou Mouslim
casablanca
Maarif extension
20000
Maroc",http://www.shoppeos.ma,11-50,2013,Société à responsabilité limitée,"43, rue Koutaiba Ibnou Mouslim",,casablanca,Maarif extension,20000
Microchoix,Commerce de détail,"23, Zone Industrielle Massira 1
Témara
Maroc
20000
Maroc",http://www.microchoix.ma,51-200,2004,Société à responsabilité limitée,"23, Zone Industrielle Massira 1",,Témara,Maroc,20000
Kaymu Maroc,Commerce de détail,"55, Rue Imam Al Boukhari
Socrate
Casablanca
Grand Casablanca
22000
Maroc",http://www.kaymu.ma,51-200,2013,Société à responsabilité limitée,"55, Rue Imam Al Boukhari",Socrate,Casablanca,Grand Casablanca,22000
Groupe Abroun Gold TV SAT,Commerce de détail,Maroc,http://www.abroun.com,201-500,,Société à responsabilité limitée,,,,,
Jumia Maroc,Commerce de détail,"55, Rue Imam Boukhari Quartier Maarif.
Casablanca
20000
Maroc",http://www.jumia.ma,201-500,2012,Société à responsabilité limitée,"55, Rue Imam Boukhari Quartier Maarif.",,Casablanca,,20000
Groupe Aksal,Commerce de détail,Maroc,http://www.groupeaksal.com,201-500,,Société à responsabilité limitée,,,,,
Blink IT,Commerce de gros,"20000
Maroc",http://www.blinkit.ca,1-10,,Société à responsabilité limitée,,,,,20000
defiplus,Commerce de gros,"408 Bd zerktouni
casablanca
20100
Maroc",http://www.defiplus.ma,1-10,,Société à responsabilité limitée,408 Bd zerktouni,,casablanca,,20100
KAPRIO,Commerce de gros,"6, Rue Ahmed Naciri, Résidence Ahl Agadir 2 ème étage
Casablanca
Maroc
20100
Maroc",http://www.kaprio.net,11-50,1998,Société à responsabilité limitée,"6, Rue Ahmed Naciri, Résidence Ahl Agadir 2 ème étage",,Casablanca,Maroc,20100
Casablanca Apparel,Commerce de gros,"55, Rue Soulaymane El Farissi 3ème Etage N°7
Casablanca
20320
Maroc",http://www.casablancaapparel.com,11-50,,Société à responsabilité limitée,"55, Rue Soulaymane El Farissi 3ème Etage N°7",,Casablanca,,20320
Extincteur Maroc Maxi Protection,Commerce de gros,"263 Av HASSAN 2 Diour Jamaa - RABAT
rabat
MAROC
10060
Maroc",http://http//www.maxi-protection.com,11-50,2006,Société à responsabilité limitée,263 Av HASSAN 2 Diour Jamaa - RABAT,,rabat,MAROC,10060
