Nom,Industrie,Siège Social,Site Web,Taille,Fondée,Forme Juridique,Adresse 1,Adresse 2,Ville,Region,Pays,Code Postal,Profile LinkedIn,Taille/max,Taille/min
RMS,Conseil en management,"Rabat
10000
Maroc",http://www.rms.ma/,11-50 employés,2005,Société à responsabilité limitée (SRL),,,Rabat,,Maroc,10000,https://www.linkedin.com/company/689290,50,11
ABYL Consulting,Conseil en management,"217 Bd Brahim Roudani (Extension)
Casablanca
20150
Maroc",http://www.abyl.ma,11-50 employés,2011,Société à responsabilité limitée (SRL),217 Bd Brahim Roudani (Extension),,Casablanca,,Maroc,20150,https://www.linkedin.com/company/2444635,50,11
Hilti North and West Africa,Construction,"6, Allée des Cyprès
Aïn Sebâa - Casablanca
Maroc",http://www.hilti.com,+ de 10 000 employés,1941,Société à responsabilité limitée (SRL),"6, Allée des Cyprès",,Aïn Sebâa - Casablanca,,Maroc,,https://www.linkedin.com/company/3490402,0,10
Maroc Modulaire,Construction,"20000
Maroc",http://www.marocmodulaire.com,11-50 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,20000,https://www.linkedin.com/company/534288,50,11
LMC maroc,Construction,"208 zone industrielle – BP 236
El Jadida
El Jadida
24000
Maroc",http://www.lmc.co.ma,51-200 employés,2004,Société à responsabilité limitée (SRL),208 zone industrielle – BP 236,,El Jadida,El Jadida,Maroc,24000,https://www.linkedin.com/company/3298134,200,51
ABSL Maroc,Construction,Maroc,http://www.absl.ma,11-50 employés,2006,Société à responsabilité limitée (SRL),,,,,Maroc,,https://www.linkedin.com/company/1080348,50,11
INCEB construction,Construction,"11, RUE ABOU AMRAN AL FASSI
CASABLANCA
Maroc",http://www.inceb.net,11-50 employés,2009,Société à responsabilité limitée (SRL),"11, RUE ABOU AMRAN AL FASSI",,CASABLANCA,,Maroc,,https://www.linkedin.com/company/2437605,50,11
"SMP Société Marocaine de Projets, S.A.",Construction,"1, Angle rue Moussa Bnou Noussair et Bauce
Casablanca
Casablanca
Maroc",http://www.smpsociete.com,1-10 employés,2010,Société à responsabilité limitée (SRL),"1, Angle rue Moussa Bnou Noussair et Bauce",,Casablanca,Casablanca,Maroc,,https://www.linkedin.com/company/2273025,10,1
CONQUETE S.A,Construction,"Av El Maghreb El Arabi
Rabat
10000
Maroc",http://www.conquete.biz,51-200 employés,1979,Société à responsabilité limitée (SRL),Av El Maghreb El Arabi,,Rabat,,Maroc,10000,https://www.linkedin.com/company/268502,200,51
TGCC,Construction,"4, rue al imam mouslim, oasis
Oasis Casablanca
Casablanca
20000
Maroc",http://www.tgcc.ma,5 001-10 000 employés,1991,Société à responsabilité limitée (SRL),"4, rue al imam mouslim, oasis",Oasis Casablanca,Casablanca,,Maroc,20000,https://www.linkedin.com/company/10209217,0,5
ASSIBAT,Construction,"Marrakech
Marrakech
40000
Maroc",http://www.assibat.com,501-1 000 employés,2002,Société à responsabilité limitée (SRL),Marrakech,,Marrakech,,Maroc,40000,https://www.linkedin.com/company/309581,0,501
Delattre Levivier Maroc,Construction,"Km 9, Route de rabat
Ain Sebâa
CASABLANCA
20250
Maroc",http://www.dlm.ma,1001-5 000 employés,1951,Société de personnes (associés),"Km 9, Route de rabat",Ain Sebâa,CASABLANCA,,Maroc,20250,https://www.linkedin.com/company/828948,0,1001
KADA official,Confection et mode,"Rue Eucalyptus 39
grand-casablanca
28810
Maroc",http://www.kada-mode.com,1-10 employés,2015,Société à responsabilité limitée (SRL),Rue Eucalyptus 39,,grand-casablanca,,Maroc,28810,https://www.linkedin.com/company/10240318,10,1
PRECIOUS CONSULTING,Comptabilité,"14, Bd Zerktouni, 8eme Etage, N° 16 Casablanca
Casablanca
Maroc
20000
Maroc",http://precious.ma,11-50 employés,,Société à responsabilité limitée (SRL),"14, Bd Zerktouni, 8eme Etage, N° 16 Casablanca",,Casablanca,Maroc,Maroc,20000,https://www.linkedin.com/company/8757505,50,11
GLOBAL AUDIT PARTNERS,Comptabilité,"Avenue Hassan II, Angle 1, Rond Point Saint Exupéry et Rue Allal El Fassi (en face des jardins de la ligue Arabe) 3ème étage, appartement 19
Casablanca
Maroc",http://www.globalauditpartners.com,Moi uniquement,2016,Société à responsabilité limitée (SRL),"Avenue Hassan II, Angle 1, Rond Point Saint Exupéry et Rue Allal El Fassi (en face des jardins de la ligue Arabe) 3ème étage, appartement 19",,Casablanca,,Maroc,,https://www.linkedin.com/company/10442497,,
Censea - Comptabilité et Domiciliation,Comptabilité,"Boulevard Abdelmoumen
Casablanca
20000
Maroc",http://www.censea.ma,1-10 employés,2011,Société à responsabilité limitée (SRL),Boulevard Abdelmoumen,,Casablanca,,Maroc,20000,https://www.linkedin.com/company/10253451,10,1
Business Center Network,Comptabilité,"RUE SEBTA N° 7 RES RAMI APPT 8 MAARIF
Casablanca
Maarif
20100
Maroc",http://www.bcncasablanca.com/,1-10 employés,2005,Société à responsabilité limitée (SRL),RUE SEBTA N° 7 RES RAMI APPT 8 MAARIF,,Casablanca,Maarif,Maroc,20100,https://www.linkedin.com/company/10098776,10,1
Fiduciaire Internationale,Comptabilité,"62, Boulevard Sidi Abderrahmane
Casablanca
Casablanca
20200
Maroc",http://fidinter.net/,51-200 employés,1988,Travailleur indépendant ou profession libérale,"62, Boulevard Sidi Abderrahmane",,Casablanca,Casablanca,Maroc,20200,https://www.linkedin.com/company/9295609,200,51
CAPITAL EXPERTS. FAHD & CO. We Help You Invest in Morocco and Africa,Comptabilité,"416 BD ABDELMOUMEN Angle BD ANOUAL
CASABLANCA
GRAND CASABLANCA
Maroc",https://www.facebook.com/pages/Capital-Experts-Fahd-Co/832991533483850,11-50 employés,2013,Société à responsabilité limitée (SRL),416 BD ABDELMOUMEN Angle BD ANOUAL,,CASABLANCA,GRAND CASABLANCA,Maroc,,https://www.linkedin.com/company/9448591,50,11
Blue Mercury Solutions Sàrl,Comptabilité,"16100
Maroc",http://www.delocalisation-maroc.com,1-10 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,16100,https://www.linkedin.com/company/471764,10,1
RSM Acconcil,Comptabilité,"199, Angle Bd Zerktouni et Rue Chellah
Casablanca
20000
Maroc",http://www.acconcil.com,11-50 employés,2001,Société à responsabilité limitée (SRL),"199, Angle Bd Zerktouni et Rue Chellah",,Casablanca,,Maroc,20000,https://www.linkedin.com/company/10000377,50,11
A&T AUDITEURS CONSULTANTS,Comptabilité,"Résidence Mas Palomas II, Rue Omar Ibn Al Khattab, N° 8.
Tanger
90020
Maroc",http://www.atauditeurs.com,1-10 employés,2010,Société à responsabilité limitée (SRL),"Résidence Mas Palomas II, Rue Omar Ibn Al Khattab, N° 8.",,Tanger,,Maroc,90020,https://www.linkedin.com/company/9227700,10,1
SugaShoo,Confection et mode,"Ouadziz
Rabat
Maroc",http://www.sugashoo.com,1-10 employés,2014,Société à responsabilité limitée (SRL),Ouadziz,,Rabat,,Maroc,,https://www.linkedin.com/company/5353097,10,1
Ben's Leather,Confection et mode,"44 place des nations unie
Casablanca
20000
Maroc",http://bens-leather.com,1-10 employés,2013,Société cotée en bourse,44 place des nations unie,,Casablanca,,Maroc,20000,https://www.linkedin.com/company/9271511,10,1
ACTUM Consulting,Comptabilité,"47, Rue Othman ben Affan -ex Lafuente, esc.A 4°ét.
Casablanca
Grand Casablanca
20070
Maroc",http://www.actum.ma,1-10 employés,,Société de personnes (associés),"47, Rue Othman ben Affan -ex Lafuente, esc.A 4°ét.",,Casablanca,Grand Casablanca,Maroc,20070,https://www.linkedin.com/company/9326605,10,1
Rodriguez Asesores,Comptabilité,"357 rue Mustafa El Maani
Casablanca
Maroc",http://www.cabinet-rodriguez.com,11-50 employés,1983,Société à responsabilité limitée (SRL),357 rue Mustafa El Maani,,Casablanca,,Maroc,,https://www.linkedin.com/company/5177059,50,11
Experto Maroc,Comptabilité,"4 avenue Abou Faris Al Marini – 10 000 Place pétrie
Rabat
10000
Maroc",http://www.experto.ma,1-10 employés,2013,Société à responsabilité limitée (SRL),4 avenue Abou Faris Al Marini – 10 000 Place pétrie,,Rabat,,Maroc,10000,https://www.linkedin.com/company/5897510,10,1
Fidelcom,Comptabilité,"589 Avenue Al Aqaba
Essaouira
44000
Maroc",http://www.fidelcom.ma,1-10 employés,2004,Société à responsabilité limitée (SRL),589 Avenue Al Aqaba,,Essaouira,,Maroc,44000,https://www.linkedin.com/company/5246636,10,1
ACExpertise,Comptabilité,"61 avenue lalla yacout angl mustapha el maani n 85 étage 2
Casablanca
Maroc",http://www.acexpertise.ma,1-10 employés,2011,Société à responsabilité limitée (SRL),61 avenue lalla yacout angl mustapha el maani n 85 étage 2,,Casablanca,,Maroc,,https://www.linkedin.com/company/2446914,10,1
Fiduciaire Belfort,Comptabilité,"bd Yacoub el Mansour, Rue Ishak Ibnou Hanine Résidence Belfort, Maarif
Casablanca
22000
Maroc",http://www.fiduciairebelfort.ma,11-50 employés,,Entreprise individuelle,"bd Yacoub el Mansour, Rue Ishak Ibnou Hanine Résidence Belfort, Maarif",,Casablanca,,Maroc,22000,https://www.linkedin.com/company/3034672,50,11
AUDICIS,Comptabilité,"20100
Maroc",http://www.audicis.ma,11-50 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,20100,https://www.linkedin.com/company/1220247,50,11
Fizazi et associés,Comptabilité,"Secteur 14 Y5 Avenue Addolb
Rabat
Hay Riad
10000
Maroc",http://www.fizazi.ma,11-50 employés,,Société de personnes (associés),Secteur 14 Y5 Avenue Addolb,,Rabat,Hay Riad,Maroc,10000,https://www.linkedin.com/company/9442364,50,11
AD Associés,Comptabilité,"59 BD du 9 AVRIL
Casablanca
Maroc",http://www.adassocies.ma,11-50 employés,1998,Société à responsabilité limitée (SRL),59 BD du 9 AVRIL,,Casablanca,,Maroc,,https://www.linkedin.com/company/3647217,50,11
Ecole Nationale Supérieure d’Electricité et de Mécanique / ENSEM Casablanca,Comptabilité,"ENSEM. Route d'El Jadida. BP 8118 Oasis Casa.
Casablanca
Maroc",http://www.ensem.ac.ma,501-1 000 employés,1986,Établissement éducatif,ENSEM. Route d'El Jadida. BP 8118 Oasis Casa.,,Casablanca,,Maroc,,https://www.linkedin.com/company/3152362,0,501
Galerie Bertrand,Confection et mode,"75 Avenue Mohammed V
Gueliz
Marrakech
40000
Maroc",http://www.galerie-bertrand.com,1-10 employés,1986,Travailleur indépendant ou profession libérale,75 Avenue Mohammed V,Gueliz,Marrakech,,Maroc,40000,https://www.linkedin.com/company/5347597,10,1
TEXTIS,Confection et mode,"Boulevard Mexico, Aïn Sebaâ
20590- Maroc
Casablanca
Maroc",http://www.textis.ma/,51-200 employés,1972,Société à responsabilité limitée (SRL),"Boulevard Mexico, Aïn Sebaâ",20590- Maroc,Casablanca,,Maroc,,https://www.linkedin.com/company/10319699,200,51
KiF KiF Marrakech,Confection et mode,"8 Derb Laksour, Bab Laksour
Rue Fatima Zohra
Marrakech
Marrakech Tensift
40000
Maroc",http://www.kifkifbystef.com,1-10 employés,2005,Société à responsabilité limitée (SRL),"8 Derb Laksour, Bab Laksour",Rue Fatima Zohra,Marrakech,Marrakech Tensift,Maroc,40000,https://www.linkedin.com/company/5354410,10,1
thysosud s.a.,Confection et mode,"Z.I. du Sahel
Had Soualem
26400
Maroc",http://www.thysosud.com,51-200 employés,2008,Société à responsabilité limitée (SRL),Z.I. du Sahel,,Had Soualem,,Maroc,26400,https://www.linkedin.com/company/1559468,200,51
ETERKNIT,Confection et mode,"Eterknit
19, Allée des Villas, Ain Sebaa
Casablanca
Maroc",http://www.eterknit.net,51-200 employés,1998,Société de personnes (associés),Eterknit,"19, Allée des Villas, Ain Sebaa",Casablanca,,Maroc,,https://www.linkedin.com/company/2334032,200,51
"Ahtuma, Devising Fashion",Confection et mode,"​​3 Av/Prince Héritier, Résidence Dar El Farah ​
2 eme ​é​tage, Aptt nº ​64​
Tangier
Tangier-Teoutuan
90000
Maroc",http://www.ahtuma.com,501-1 000 employés,2014,Société à responsabilité limitée (SRL),"​​3 Av/Prince Héritier, Résidence Dar El Farah ​","2 eme ​é​tage, Aptt nº ​64​",Tangier,Tangier-Teoutuan,Maroc,90000,https://www.linkedin.com/company/9220815,0,501
Somada SARL,Confection et mode,"31, rue Mustapha El Manfalouti
Quartier Gauthier
Casablanca
20060
Maroc",http://www.somada.biz,11-50 employés,1974,Société à responsabilité limitée (SRL),"31, rue Mustapha El Manfalouti",Quartier Gauthier,Casablanca,,Maroc,20060,https://www.linkedin.com/company/2746052,50,11
Larimode SARL,Confection et mode,"90000
Maroc",http://www.larimode.com,201-500 employés,,Société à responsabilité limitée (SRL),,,,,Maroc,90000,https://www.linkedin.com/company/1179397,500,201
Martelli & Partners Maroc SA,Confection et mode,"B.P. 4635 Route OUM AZZA
Ain El Aouda
Rabat
12100
Maroc",http://www.martellimaroc.ma,1001-5 000 employés,,Société cotée en bourse,B.P. 4635 Route OUM AZZA,,Ain El Aouda,Rabat,Maroc,12100,https://www.linkedin.com/company/5273131,0,1001
Folly Fashion - MARWA,Confection et mode,Maroc,http://www.marwa.es,201-500 employés,,Société de personnes (associés),,,,,Maroc,,https://www.linkedin.com/company/1246241,500,201
Speed Aero Services,Compagnie aérienne/Aviation,"Quartier El Massar N°585, QI Marrakech
Marrakech
40000
Maroc",http://www.speedaero.com,11-50 employés,,Société à responsabilité limitée (SRL),"Quartier El Massar N°585, QI Marrakech",,Marrakech,,Maroc,40000,https://www.linkedin.com/company/10119423,50,11
Lixia Capsia Gestionis,Commerce et développement international,"46 Rue Addamir Al Kabir
ESC A, 5e étage, No. 9
Casablanca
Grand Casablanca
20060
Maroc",http://www.lixcap.com/,11-50 employés,2013,Société de personnes (associés),46 Rue Addamir Al Kabir,"ESC A, 5e étage, No. 9",Casablanca,Grand Casablanca,Maroc,20060,https://www.linkedin.com/company/3032289,50,11
Distrisoft,Commerce et développement international,"20200
Maroc",http://www.distrisoft.ma,51-200 employés,,Société cotée en bourse,,,,,Maroc,20200,https://www.linkedin.com/company/950685,200,51
e-Art Marketing,Commerce et développement international,"Rue 21 N° 93
Fez
Maroc",http://www.eartmarketing.com,11-50 employés,2015,Société à responsabilité limitée (SRL),Rue 21 N° 93,,Fez,,Maroc,,https://www.linkedin.com/company/9352882,50,11
creatoria,Commerce et développement international,"265, Bd Zerktouni
Casablanca
20050
Maroc",http://creatoria.ma,Moi uniquement,2014,Société à responsabilité limitée (SRL),"265, Bd Zerktouni",,Casablanca,,Maroc,20050,https://www.linkedin.com/company/5337403,,
Savana partners,Commerce et développement international,"36 ,Avenue Abtal,Angle Rue Oum Errabie App. N° 13,Agdal
rabat
Rabat
10000
Maroc",http://www.savanapartners.com,11-50 employés,2015,Société à responsabilité limitée (SRL),"36 ,Avenue Abtal,Angle Rue Oum Errabie App. N° 13,Agdal",,rabat,Rabat,Maroc,10000,https://www.linkedin.com/company/10381262,50,11
Ittihad Maghrit sarl,Commerce et développement international,"Rue Oued Fes
Rabat
Maroc
Maroc",http://www.maghrit.com,1-10 employés,2014,Société de personnes (associés),Rue Oued Fes,,Rabat,Maroc,Maroc,,https://www.linkedin.com/company/5198334,10,1
Unknown Welth Club Company – UWCC Inc.,Commerce et développement international,"Complexe de Skhirat, Angle Av Hassan II - Route de la plage
Skhirat
Rabat
12050
Maroc",http://wwww.unknownwealthclub.com,11-50 employés,2014,Société à responsabilité limitée (SRL),"Complexe de Skhirat, Angle Av Hassan II - Route de la plage",,Skhirat,Rabat,Maroc,12050,https://www.linkedin.com/company/10246927,50,11
Afriberica,Commerce et développement international,"16 Boulevard Abdellatif Ben Kaddour
Casablanca
20050
Maroc",http://www.afriberica.com,1-10 employés,2008,Société à responsabilité limitée (SRL),16 Boulevard Abdellatif Ben Kaddour,,Casablanca,,Maroc,20050,https://www.linkedin.com/company/908350,10,1
L.A.Fuel Afrique,Commerce et développement international,"Marrakech Plaza Bureaux- Immeuble D1/40
4ème étage
Marrakech
40000
Maroc",http://www.lafuel.com,11-50 employés,2009,Société à responsabilité limitée (SRL),Marrakech Plaza Bureaux- Immeuble D1/40,4ème étage,Marrakech,,Maroc,40000,https://www.linkedin.com/company/3343762,50,11
AIGLE BLEU,Commerce et développement international,"131 BD ANFA 11EME ETAGE
Casablanca
20060
Maroc",http://www.aiglebleu.ma,1-10 employés,2012,Société à responsabilité limitée (SRL),131 BD ANFA 11EME ETAGE,,Casablanca,,Maroc,20060,https://www.linkedin.com/company/2741551,10,1
Diversus,Commerce et développement international,"6 rue Eugenia
Rabat
10104
Maroc",http://www.diversus-global.com,1-10 employés,2011,Entreprise individuelle,6 rue Eugenia,,Rabat,,Maroc,10104,https://www.linkedin.com/company/2659359,10,1
STEMANE S.A.R.L.A.U.,Commerce et développement international,"Quartier Alsace Lorraine
Casablanca
20000
Maroc",http://www.facebook.com/STEMANE,1-10 employés,2011,Société à responsabilité limitée (SRL),Quartier Alsace Lorraine,,Casablanca,,Maroc,20000,https://www.linkedin.com/company/2781458,10,1
Italie maroc développement,Commerce et développement international,"7, rue Basri
Racine, Anfa
Casablanca
Marocco
20000
Maroc",http://www.itmade.eu,1-10 employés,,Société à responsabilité limitée (SRL),"7, rue Basri","Racine, Anfa",Casablanca,Marocco,Maroc,20000,https://www.linkedin.com/company/5336515,10,1
Agro Juice Processing SA,Commerce et développement international,"Lot Niya route de Boufekrane Street, 50000, Nooriy Residence Area, Agro Juice Processing Building, Morocco
Meknes
Meknes-Tafilalet
50000
Maroc",http://www.agrojus.com,201-500 employés,2010,Société de personnes (associés),"Lot Niya route de Boufekrane Street, 50000, Nooriy Residence Area, Agro Juice Processing Building, Morocco",,Meknes,Meknes-Tafilalet,Maroc,50000,https://www.linkedin.com/company/8504814,500,201
wink consulting,Commerce et développement international,"Rabat
RABAT
RABAT
Maroc",http://www.wink-consulting.com,1-10 employés,2010,Société à responsabilité limitée (SRL),Rabat,,RABAT,RABAT,Maroc,,https://www.linkedin.com/company/1644982,10,1
ALFRA MAROC,Commerce et développement international,"3 Rue Lucerne Bd Zerktouni Quartier des Hôpitaux
Casablanca
20000
Maroc",http://alframaroc.com/,1-10 employés,2009,Société à responsabilité limitée (SRL),3 Rue Lucerne Bd Zerktouni Quartier des Hôpitaux,,Casablanca,,Maroc,20000,https://www.linkedin.com/company/4993160,10,1
